Conflicts_size,Conflicts_time,Cpi_acceptance_result,Cpi_acceptance_time,Dominant_supports_result,Dominant_supports_time,Total_time
2502,45.01900005340576,True,68.72399997711182,True,45.0220000743866,116.99199986457825
2502,44.86299991607666,True,67.51300001144409,True,44.865999937057495,115.75999999046326
2502,43.84699988365173,True,67.09100008010864,True,43.85099983215332,114.3529999256134
2502,44.81599998474121,True,68.90199995040894,True,44.819000005722046,116.74900007247925
2502,45.08500003814697,True,69.84599995613098,True,45.08800005912781,118.07099986076355
2502,44.914000034332275,True,69.99199986457825,True,44.91700005531311,118.06599998474121
2502,45.01600003242493,True,57.16300010681152,True,45.01799988746643,105.71099996566772
2502,44.668999910354614,False,8.98200011253357,False,44.674999952316284,56.56599998474121
2502,46.10800004005432,False,8.76799988746643,False,46.11400008201599,58.335999965667725
2502,46.443000078201294,False,8.66700005531311,False,46.450000047683716,58.25699996948242
14113,45.23399996757507,False,6.83299994468689,False,45.27499985694885,56.21399998664856
14113,51.4779999256134,False,10.771000146865845,False,51.513999938964844,66.19000005722046
14113,53.77499985694885,False,6.891999959945679,False,53.82200002670288,64.97399997711182
0,43.450000047683716,True,84.55999994277954,True,43.450000047683716,132.1139998435974
14113,49.1010000705719,False,7.761999845504761,False,49.12000012397766,61.0789999961853
250,45.7960000038147,False,9.141999959945679,False,45.79699993133545,58.24199986457825
250,43.9539999961853,True,67.94700002670288,True,43.954999923706055,114.86699986457825
250,43.32699990272522,True,82.99500012397766,False,43.32799983024597,129.16499996185303
250,42.97200012207031,False,11.743000030517578,False,42.97200012207031,57.72200012207031
250,43.23799991607666,False,11.874000072479248,False,43.23899984359741,57.769999980926514
250,43.581000089645386,False,11.967000007629395,True,43.58200001716614,58.86299991607666
250,42.39999985694885,False,12.403000116348267,True,42.39999985694885,57.50099992752075
250,42.69600009918213,False,12.153000116348267,False,42.69700002670288,57.95099997520447
250,43.62600016593933,False,12.117000102996826,False,43.62700009346008,58.51200008392334
250,42.71399998664856,False,11.907999992370605,False,42.71399998664856,57.68300008773804
250,43.41700005531311,False,12.647000074386597,False,43.41799998283386,59.18900012969971
250,42.77199983596802,False,12.050999879837036,False,42.77300000190735,58.08399987220764
250,41.9539999961853,False,15.07800006866455,False,41.9539999961853,60.08899998664856
250,42.1560001373291,False,12.186000108718872,False,42.15700006484985,57.42799997329712
250,44.248000144958496,False,12.699000120162964,False,44.24900007247925,60.03500008583069
250,43.89100003242493,False,12.293999910354614,False,43.89200019836426,59.30900001525879
250,44.57599997520447,False,12.789000034332275,False,44.57699990272522,60.55400013923645
250,44.85899996757507,False,12.348999977111816,False,44.859999895095825,61.05999994277954
250,44.259000062942505,False,11.791000127792358,False,44.25999999046326,59.1560001373291
250,43.54400014877319,False,12.002000093460083,False,43.545000076293945,58.73900008201599
250,42.812999963760376,True,138.7720000743866,True,42.812999963760376,184.69600009918213
250,42.924999952316284,False,11.880000114440918,False,42.925999879837036,57.71600008010864
250,42.41300010681152,False,12.312999963760376,False,42.414000034332275,57.787999868392944
250,43.21599984169006,False,14.698999881744385,False,43.217000007629395,60.82699990272522
250,43.568000078201294,False,12.091000080108643,False,43.569000005722046,58.818000078201294
250,42.50600004196167,False,14.344000101089478,False,42.50699996948242,59.84299993515015
250,43.299999952316284,False,40.27500009536743,False,43.300999879837036,86.7480001449585
250,43.02500009536743,False,11.822999954223633,False,43.026000022888184,58.174999952316284
2502,43.937000036239624,False,9.642000198364258,False,43.94199991226196,56.89199995994568
2502,44.18300008773804,False,12.430999994277954,False,44.187000036239624,60.16600012779236
2502,44.78400015830994,True,140.76200008392334,True,44.78500008583069,189.11600017547607
2502,43.65500020980835,False,10.240000009536743,False,43.66100001335144,57.25999999046326
2502,45.25699996948242,False,12.093999862670898,False,45.26200008392334,60.854000091552734
2502,47.414000034332275,False,9.813999891281128,False,47.420000076293945,60.67899990081787
0,43.996999979019165,True,135.69799995422363,True,43.996999979019165,182.51900005340576
0,43.920000076293945,True,142.1909999847412,True,43.9210000038147,189.1489999294281
500,45.48800015449524,False,11.934000015258789,False,45.48900008201599,60.37899994850159
